Author short Names;authors;articles
Baranczuk, U;Baranczuk, Urszula;The Five-Factor Model of Personality and Generalized Self Efficacy A Meta-Analysis
Chhatwani, M;Chhatwani, Malvika;Personal control and financial well-being among the elderly: Moderating role of the big five
"Lis, K; Korycinski, M; Ciecierski, KA";"Lis, Kamila; Korycinski, Mateusz; Ciecierski, Konrad A.";Classification of masked image data
"Kolaric, S; Kiesel, F; Ongena, S";"Kolaric, Sascha; Kiesel, Florian; Ongena, Steven";Market Discipline through Credit Ratings and Too-Big-to-Fail in Banking
"Feito-Ruiz, I; Cardone-Riportella, C; Ughetto, E";"Feito-Ruiz, Isabel; Cardone-Riportella, Clara; Ughetto, Elisa";Debt maturity and SMEs: Do auditor's quality and ownership structure matter?
Hicks, J;Hicks, Jacqueline;A 'data realm' for the Global South? Evidence from Indonesia
"Balasingham, B; Jordan, H";"Balasingham, Baskaran; Jordan, Hannah";Big data and competition analysis under Australian competition law: comeback of the structuralist approach?
Zhou, SY;Zhou, Shuyu;Design of Novel Optical Fiber Communication Electronic System and Big Data Prediction Method of Its Loss
"Ma, KC; Lipsitch, M";"Ma, Kevin C.; Lipsitch, Marc";Big data and simple models used to track the spread of COVID-19 in cities
"Bergeron, T; Galipeau, T";"Bergeron, Thomas; Galipeau, Thomas";The Political Implications of Personality in Canada
"Kaur, P; Singh, A; Chana, I";"Kaur, Parampreet; Singh, Ashima; Chana, Inderveer";Computational Techniques and Tools for Omics Data Analysis: State-of-the-Art, Challenges, and Future Directions
"Liu, GY; Wang, YH; Liu, CH; Cui, Y";"Liu, Genyin; Wang, Yanhong; Liu, Chenghao; Cui, Yue";Research on Production Big Data Acquisition and Transmission System in Intelligent Jobshop
Zarubina, NN;Zarubina, N. N.;UPDATING THE METHODOLOGICAL HERITAGE OF M. WEBER IN SEARCH FOR ANSWERS TO THE CHALLENGES OF MODERN SOCIOLOGY
"Jiang, JX; Choi, B; Xu, JL; Bhowmick, SS";"Jiang, Jiaxin; Choi, Byron; Xu, Jianliang; Bhowmick, Sourav S.";A Generic Ontology Framework for Indexing Keyword Search on Massive Graphs
"Dong, JC; Meng, WN; Liu, Y; Ti, J";"Dong, Jichang; Meng, Weina; Liu, Ying; Ti, Jing";A framework of pavement management system based on IoT and big data
Noveck, BS;Noveck, Beth Simone;The Innovative State
"Ahmed, R; Ahmad, T; Almutairi, FM; Qahtani, AM; Alsufyani, A; Almutiry, O";"Ahmed, Rafeeq; Ahmad, Tanvir; Almutairi, Fadiyah M.; Qahtani, Abdulrahman M.; Alsufyani, Abdulmajeed; Almutiry, Omar";Fuzzy Semantic Classification of Multi-Domain E-Learning Concept
"Lytle, KS; Westra, BL; Whittenburg, L; Adams, M; Akre, M; Ali, S; Furukawa, M; Hartleben, S; Hook, M; Johnson, SG; Settergren, T; Thibodeaux, M";"Lytle, Kay S.; Westra, Bonnie L.; Whittenburg, Luann; Adams, Mischa; Akre, Mari; Ali, Samira; Furukawa, Meg; Hartleben, Stephanie; Hook, Mary; Johnson, Steven G.; Settergren, Theresa (Tess); Thibodeaux, Mariaelena";Information Models Offer Value to Standardize Electronic Health Record Flowsheet Data: A Fall Prevention Exemplar
"Caldera, C; Ostorero, C; Manni, V; Galli, A; Valzano, LS";"Caldera, Carlo; Ostorero, Carlo; Manni, Valentino; Galli, Andrea; Valzano, Luca Saverio";Cities in transformation. Computational urban planning through big data analytics
"Waqas, M; Xue, HG; Ahmad, N; Khan, SAR; Iqbal, M";"Waqas, Muhammad; Xue Honggang; Ahmad, Naveed; Khan, Syed Abdul Rehman; Iqbal, Muzzafar";Big data analytics as a roadmap towards green innovation, competitive advantage and environmental performance
"Song, K; Kim, H; Cha, J; Lee, T";"Song, Kyungho; Kim, Hyun; Cha, Jisoo; Lee, Taedong";Matching and Mismatching of Green Jobs: A Big Data Analysis of Job Recruiting and Searching
"Hashemipour, N; Aghaei, J; Kavousi-Fard, A; Taher, N; Salimi, L; del Granado, PC; Shafie-khah, M; Wang, F; Catalao, JPS";"Hashemipour, Naser; Aghaei, Jamshid; Kavousi-Fard, Abdollah; Taher, Niknam; Salimi, Ladan; del Granado, Pedro Crespo; Shafie-khah, Miadreza; Wang, Fei; Catalao, Joao P. S.";Optimal Singular Value Decomposition Based Big Data Compression Approach in Smart Grids
"Flexa, C; Gomes, W; Moreira, I; Alves, R; Sales, C";"Flexa, Caio; Gomes, Walisson; Moreira, Igor; Alves, Ronnie; Sales, Claudomiro";Polygonal Coordinate System: Visualizing high-dimensional data using geometric DR, and a deterministic version of t-SNE
"Deckro, J; Phillips, T; Davis, A; Hehr, AT; Ochylski, S";"Deckro, John; Phillips, Toni; Davis, Avaretta; Hehr, Andrew T.; Ochylski, Sheila";Big Data in the Veterans Health Administration: A Nursing Informatics Perspective
"Guo, ML; Bian, C; Meng, LC; Wang, Y";"Guo, Meiling; Bian, Chao; Meng, Lingcheng; Wang, Yan";Embedded medical big data network and nursing intervention of aspiration pneumonia
"Mecili, O; Hadj, B; Nouioua, F; Akhrouf, S; Malek, R";"Mecili, Oualid; Hadj, Barkat; Nouioua, Farid; Akhrouf, Samir; Malek, Rachid";Work-in-Progress: The Use of Big Data and Data Analytics in the Prevention, the Diagnosis and the Monitoring of Long-Term Diseases
"Azzaoui, AEL; Singh, SK; Park, JH";"Azzaoui, Abir E. L.; Singh, Sushil Kumar; Park, Jong Hyuk";SNS Big Data Analysis Framework for COVID-19 Outbreak Prediction in Smart Healthy City
"Fritts, M; Cabrera, F";"Fritts, Megan; Cabrera, Frank";Online Misinformation and Phantom Patterns: Epistemic Exploitation in the Era of Big Data
"Abbasi, M; Shahraki, A; Taherkordi, A";"Abbasi, Mahmoud; Shahraki, Amin; Taherkordi, Amir";Deep Learning for Network Traffic Monitoring and Analysis (NTMA): A Survey
"Yaacob, H; Ali, Q; Sarbini, NA; Rani, AN; Zaini, Z; Ali, NN; Mahalle, N";"Yaacob, Hakimah; Ali, Qaisar; Sarbini, Nur Anissa; Rani, Abdul Nasir; Zaini, Zaki; Ali, Nurul Nabilah; Mahalle, Norliza";Economic Shocks of Covid-19: Can Big Data Analytics Help Connect the Dots
"Xie, XL; Xie, BQ; Cheng, JQ; Chu, Q; Dooling, T";"Xie, Xiaoliang; Xie, Bingqi; Cheng, Jiaqi; Chu, Qi; Dooling, Thomas";A simple Monte Carlo method for estimating the chance of a cyclone impact
"Ragab, M; Awaysheh, FM; Tommasini, R";"Ragab, Mohamed; Awaysheh, Feras M.; Tommasini, Riccardo";Bench-Ranking: A First Step Towards Prescriptive Performance Analyses For Big Data Frameworks
"Chen, AE; Jiang, XZ; Lian, F; Wu, J; Weng, XH; Li, W";"Chen, Aie; Jiang, Xiaozhen; Lian, Fen; Wu, Jing; Weng, Xiaohua; Li, Wen";Application and Effectiveness of Big Data and Artificial Intelligence in the Construction of Nursing Sensitivity Quality Indicators
"Patrucco, A; Moretto, A; Trabucchi, D; Golini, R";"Patrucco, Andrea; Moretto, Antonella; Trabucchi, Daniel; Golini, Ruggero";How Do Industry 4.0 Technologies Boost Collaborations in Buyer-Supplier Relationships? In assessing Industry 4.0 technologies, this study found that buyer-supplier visibility and buyer-supplier integration matters more than the digital technologies used.
"Ramos, V; Yamaka, W; Alorda, B; Sriboonchitta, S";"Ramos, Vicente; Yamaka, Woraphon; Alorda, Bartomeu; Sriboonchitta, Songsak";High-frequency forecasting from mobile devices' bigdata: an application to tourism destinations' crowdedness
"Rajnoha, R; Hadac, J";"Rajnoha, Rastislav; Hadac, Jakub";Strategic Key Elements in Big Data Analytics as Driving Forces of IoT Manufacturing Value Creation: A Challenge for Research Framework
"BenSaid, F; Alimi, AM";"BenSaid, Fatma; Alimi, Adel M.";Online feature selection system for big data classification based on multi-objective automated negotiation
"Devaraj, J; Elavarasan, RM; Shafiullah, GM; Jamal, T; Khan, I";"Devaraj, Jayanthi; Elavarasan, Rajvikram Madurai; Shafiullah, G. M.; Jamal, Taskin; Khan, Irfan";A holistic review on energy forecasting using big data and deep learning models
"Shilton, K; Moss, E; Gilbert, SA; Bietz, MJ; Fiesler, C; Metcalf, J; Vitak, J; Zimmer, M";"Shilton, Katie; Moss, Emanuel; Gilbert, Sarah A.; Bietz, Matthew J.; Fiesler, Casey; Metcalf, Jacob; Vitak, Jessica; Zimmer, Michael";Excavating awareness and power in data science: A manifesto for trustworthy pervasive data research
Lee, JW;Lee, Jung Wan;The Data Sharing Economy and Open Governance of Big Data as Public Good
"Cai, ZX; Wang, HY; Yuan, S; Yin, D; Song, WH; Dou, KF";"Cai, Zhongxing; Wang, Haoyu; Yuan, Sheng; Yin, Dong; Song, Weihua; Dou, Kefei";Plasma Big Endothelin-1 Level Predicted 5-Year Major Adverse Cardiovascular Events in Patients With Coronary Artery Ectasia
"Baladron, C; de Diego, JJG; Amat-Santos, IJ";"Baladron, Carlos; Gomez de Diego, Jose Juan; Amat-Santos, Ignacio J.";Big data and new information technology: what cardiologists need to know
"Ahmed, N; Barczak, ALC; Rashid, MA; Susnjak, T";"Ahmed, Nasim; Barczak, Andre L. C.; Rashid, Mohammad A.; Susnjak, Teo";An Enhanced Parallelisation Model for Performance Prediction of Apache Spark on a Multinode Hadoop Cluster
"Mendoza-Moreno, JF; Santamaria-Granados, L; Vazquez, AF; Ramirez-Gonzalez, G";"Mendoza-Moreno, Juan Francisco; Santamaria-Granados, Luz; Fraga Vazquez, Anabel; Ramirez-Gonzalez, Gustavo";OntoTouTra: Tourist Traceability Ontology Based on Big Data Analytics
"Zhang, XB; Kim, HS";"Zhang, Xiaobin; Kim, Hak-Seon";Customer Experience and Satisfaction of Disneyland Hotel through Big Data Analysis of Online Customer Reviews
"Wei, S; Wang, L";"Wei, Sheng; Wang, Lei";Community detection, road importance assessment, and urban function pattern recognition: a big data approach
"Jansen, BJ; Jung, SG; Chowdhury, SA; Salminen, J";"Jansen, Bernard J.; Jung, Soon-gyo; Chowdhury, Shammur A.; Salminen, Joni";Persona analytics: Analyzing the stability of online segments and content interests over time using non-negative matrix factorization
"Tay, ZY; Hadi, J; Chow, F; Loh, D; Konovessis, D";"Tay, Zhi Yung; Hadi, Januwar; Chow, Favian; Loh, De Jin; Konovessis, Dimitrios";Big Data Analytics and Machine Learning of Harbour Craft Vessels to Achieve Fuel Efficiency: A Review
"Fang, MY; Tang, LL; Yang, X; Chen, Y; Li, CK; Li, QQ";"Fang, Mengyuan; Tang, Luliang; Yang, Xue; Chen, Yang; Li, Chaokui; Li, Qingquan";FTPG: A Fine-Grained Traffic Prediction Method With Graph Attention Network Using Big Trace Data
"Martini, S; Kusumawaty, I; Yunike; Detiana; Nurung, J";"Martini, Sri; Kusumawaty, Ira; Yunike; Detiana; Nurung, Jumiaty";Why not wearing mask during Covid-19 outbreak: Big question mark
"McComb, M; Bies, R; Ramanathan, M";"McComb, Mason; Bies, Robert; Ramanathan, Murali";Machine learning in pharmacometrics: Opportunities and challenges
"Han, Y; Huang, X; Ye, XY; Dadashova, B";"Han Yu; Huang Xiao; Ye Xinyue; Dadashova, Behar";Adaptation Planning and Hazard Mitigation for Interdependent Infrastructure Systems to Enhance Urban Resilience Under Climate Change
"Liu, H; Peng, T; Guo, YC; Wang, YC; Chen, GL; Yang, F; Che, W";"Liu, Han; Peng, Tao; Guo, Yichen; Wang, Yachen; Chen, Gonglong; Yang, Feng; Che, Wei";A XGBoost Based Wireless Interference Relation Mining and Performance Prediction Method
"Zhang, K; Zhang, JY; Li, CL; Jiao, Y; Wang, Y";"Zhang, Kun; Zhang, Jinyi; Li, Chunlin; Jiao, Yan; Wang, Ying";Tourists' perceptions of urban space: a computer vision approach
"Zhou, JP; Yang, YL";"Zhou, Jiangping; Yang, Yuling";Transit-based accessibility and urban development: An exploratory study of Shenzhen based on big and/or open data
Arnaud, L;Arnaud, L.;Epidemiology of Systemic Lupus Erythematosus: From traditional methods to big data
"Liu, C; Xu, YL";"Liu, Chang; Xu, Yueli";Consumer Sentiment Involvement in Big Data Analytics and Its Impact on Product Design Innovation
"Zhang, JZ; Srivastava, PR; Sharma, D; Eachempati, P";"Zhang, Justin Zuopeng; Srivastava, Praveen Ranjan; Sharma, Dheeraj; Eachempati, Prajwal";Big data analytics and machine learning: A retrospective overview and bibliometric analysis
Bibri, SE;Bibri, Simon Elias;Data-driven smart eco-cities and sustainable integrated districts: A best-evidence synthesis approach to an extensive literature review
"Almanjahie, IM; Kaid, Z; Assiri, KA; Laksaci, A";"Almanjahie, Ibrahim M.; Kaid, Zoulikha; Assiri, Khlood A.; Laksaci, Ali";Big Data-driven for Fuel Quality using NIR Spectrometry Analysis
"Yu, HX; Mihai, IC; Srivastava, A";"Yu, Haixia; Mihai, Ion Cosmin; Srivastava, Anand";STUDY AND RESEARCH ON IOT AND BIG DATA ANALYSIS FOR SMART CITY DEVELOPMENT
"Xu, MY; Du, JP; Kou, FF; Liang, MY; Xu, X; Yang, JX";"Xu, Mingying; Du, Junping; Kou, Feifei; Liang, Meiyu; Xu, Xin; Yang, Jiaxin";A Weakly Supervised Academic Search Model Based on Knowledge-Enhanced Feature Representation
"Zhou, XK; Hu, YY; Liang, W; Ma, JH; Jin, Q";"Zhou, Xiaokang; Hu, Yiyong; Liang, Wei; Ma, Jianhua; Jin, Qun";Variational LSTM Enhanced Anomaly Detection for Industrial Big Data
"Zaman, U; Zahid, H; Habibullah, MS; Din, BH";"Zaman, Umer; Zahid, Hasan; Habibullah, Muzafar Shah; Din, Badariah Haji";Adoption of Big Data Analytics (BDA) Technologies in Disaster Management: A Decomposed Theory of Planned Behavior (DTPB) Approach
"Li, CL; Song, MY; Zhang, QC; Luo, YL";"Li, Chunlin; Song, Mingyang; Zhang, Qingchuan; Luo, Youlong";Cluster load based content distribution and speculative execution for geographically distributed cloud environment
"Wu, D; He, Y; Luo, X; Zhou, MC";"Wu, Di; He, Yi; Luo, Xin; Zhou, MengChu";A Latent Factor Analysis-Based Approach to Online Sparse Streaming Feature Selection
"Steland, A; Chang, YT";"Steland, Ansgar; Chang, Yuan-Tsung";High-confidence nonparametric fixed-width uncertainty intervals and applications to projected high-dimensional data and common mean estimation
"Kocon, K; Bormann, P";"Kocon, Kevin; Bormann, Pascal";Point cloud indexing using Big Data technologies
"Zhu, SN; Dong, TX; Luo, X";"Zhu, Suning; Dong, Tianxi; Luo, Xin (Robert)";A longitudinal study of the actual value of big data and analytics: The role of industry environment
Xu, HY;Xu, Hongyan;Research on cognitive differences between Chinese and foreign cross-cultural brand communication design based on big data -- Taking Wahaha and Coca Cola as examples
"Ferreira, L; de Oliveira, FS; da Rocha, OP; Holanda, M; Victorino, MD; Ribeiro, E";"Ferreira, Leonardo; de Oliveira, Felipe Schiavon; da Rocha, Ovidio Pires; Holanda, Maristela; Victorino, Marcio de Carvalho; Ribeiro, Edward";MongoDB: Analysis of Performance with Data from the National High School Exam (Enem)
"Matallah, H; Belalem, G; Bouamrane, K";"Matallah, Houcine; Belalem, Ghalem; Bouamrane, Karim";Comparative Study Between the MySQL Relational Database and the MongoDB NoSQL Database
"He, DS; Jia, ZD; Lin, ZL; Luo, HA; Miao, BJ; Gan, LP; Fan, JM";"He Dongsheng; Jia Zhidong; Lin Zhili; Luo Haiao; Miao Benjian; Gan Liangping; Fan Jingmin";Pre-diagnosis technology for short-circuit withstand capability of distribution transformer based on big data
"Farina, F; Notarstefano, G";"Farina, Francesco; Notarstefano, Giuseppe";Randomized Block Proximal Methods for Distributed Stochastic Big-Data Optimization
"Ngo, VM; Kechadi, MT";"Ngo, Vuong M.; Kechadi, M-Tahar";Electronic farming records ? A framework for normalising agronomic knowledge discovery
"Alhalabi, W; Lytras, M; Aljohani, N";"Alhalabi, Wadee; Lytras, Miltiadis; Aljohani, Nada";Crowdsourcing Research for Social Insights into Smart Cities Applications and Services
"Shen, WD; Hu, TL; Zhang, CR; Ma, SH";"Shen, Weidong; Hu, Tianliang; Zhang, Chengrui; Ma, Songhua";Secure sharing of big digital twin data for smart manufacturing based on blockchain
"Bi, W; Wang, GM";"Bi, Wei; Wang, Guangming";Local Cultural IP Development and Cultural Creative Design Based on Big Data and Internet of Things
"AlBatati, F; Alarabi, L";"AlBatati, Fawaz; Alarabi, Louai";Labeling Big Spatial Data: A Case Study of New York Taxi Limousine Dataset
"Ma, YW; Wan, Y";"Ma, Youwen; Wan, Yi";Data Analysis Method of Intelligent Analysis Platform for Big Data of Film and Television
"Moser, GE; Ghosh, S";"Moser, Gabrielle Elaine; Ghosh, Sucharita";Finding exceedance locations in a large spatial database using nonparametric regression
"Ferreira, DF; Bernardino, J; Manjate, CD; Pedrosa, I";"Ferreira, Daniela Felix; Bernardino, Jorge; Manjate, Carlos Danilson; Pedrosa, Isabel";Business Intelligence and Business Analytics applied to the management of agricultural resources
"Luo, TT; Li, GY; Yu, NJ";"Luo, Tingting; Li, Guangyao; Yu, Naijiang";Application of Artificial Intelligence and Collaborative Knowledge for Manufacturing Design
"Chen, JW; Tang, GJ";"Chen, Jiwei; Tang, Guojian";A Big-data Inspired Precision Improvement Algorithm for Autonomous Navigation Based on Period Variable Stars
"Morgenstern, JD; Rosella, LC; Daley, MJ; Goel, V; Schunemann, HJ; Piggott, T";"Morgenstern, Jason D.; Rosella, Laura C.; Daley, Mark J.; Goel, Vivek; Schunemann, Holger J.; Piggott, Thomas";AI's gonna have an impact on everything in society, so it has to have an impact on public health: a fundamental qualitative descriptive study of the implications of artificial intelligence for public health
"Guo, HJ; Li, JZ; Gao, H; Zhang, KQ";"Guo, Hongjie; Li, Jianzhong; Gao, Hong; Zhang, Kaiqi";PSATop-k: Approximate range top-k computation on big data
"Bahrami, M; Shokouhyar, S";"Bahrami, Mohamad; Shokouhyar, Sajjad";The role of big data analytics capabilities in bolstering supply chain resilience and firm performance: a dynamic capability view
"Shaqrah, A; Alzighaibi, A";"Shaqrah, Amin; Alzighaibi, Ahmad";Linking knowledge management capabilities and the mediating role of the big data capabilities for enterprise value-adding processes
"Silva, CVM; Fontes, RS; Colaco, M";"Meneses Silva, Caio, V; Fontes, Raphael Silva; Colaco Junior, Methanias";Intelligent Fake News Detection: A Systematic Mapping
"Snaphaan, T; Hardyns, W";"Snaphaan, Thom; Hardyns, Wim";Utilizing geo-referenced imagery for systematic social observation of neighborhood disorder
"Koyamada, K; Long, Y; Kawamura, T; Konishi, K";"Koyamada, Koji; Long, Yu; Kawamura, Takuma; Konishi, Katsumi";Data-driven derivation of partial differential equations using neural network model
"Miao, TT; Shen, J; Lai, CF; Ji, S; Wang, HQ";"Miao, Tiantian; Shen, Jian; Lai, Chin-Feng; Ji, Sai; Wang, Huaqun";Fuzzy-Based Trustworthiness Evaluation Scheme for Privilege Management in Vehicular Ad Hoc Networks
"Sajedianfard, N; Hadian, E; Samadi, AH; Shabani, ZD; Sarkar, S; Robinson, PA";"Sajedianfard, Najmeh; Hadian, Ebrahim; Samadi, Ali Hussain; Dehghan Shabani, Zahra; Sarkar, Somwrita; Robinson, P. A.";Quantitative analysis of trade networks: data and robustness
"Ellison, M; Bannister, J; Lee, WD; Haleem, MS";"Ellison, Mark; Bannister, Jon; Lee, Won Do; Haleem, Muhammad Salman";Understanding policing demand and deployment through the lens of the city and with the application of big data
"Ma, PF; Zhang, ZQ; Wang, JH; Zhang, W; Liu, JJ; Lu, QY; Wang, ZQ";"Ma, Pengfei; Zhang, Zunqian; Wang, Jiahao; Zhang, Wei; Liu, Jiajia; Lu, Qiyuan; Wang, Ziqi";Review on the Application of Metalearning in Artificial Intelligence
"Jung, S; Yun, WJ; Kim, J; Kim, JH";"Jung, Soyi; Yun, Won Joon; Kim, Joongheon; Kim, Jae-Hyun";Coordinated Multi-Agent Deep Reinforcement Learning for Energy-Aware UAV-Based Big-Data Platforms
"Gilbert, J; Adekanmbi, O; Harrison, C";"Gilbert, Joanne; Adekanmbi, Olubayo; Harrison, Charlie";Using mobile big data to support emergency preparedness and address economically vulnerable communities during the COVID-19 pandemic in Nigeria
"Tariq, MU; Haseeb, M; Aledhari, M; Razzak, R; Parizi, RM; Saeed, F";"Tariq, Muhammad Usman; Haseeb, Muhammad; Aledhari, Mohammed; Razzak, Rehma; Parizi, Reza M.; Saeed, Fahad";Methods for Proteogenomics Data Analysis, Challenges, and Scalability Bottlenecks: A Survey
"Auer, EM; Mersy, G; Marin, S; Blaik, J; Landers, RN";"Auer, Elena M.; Mersy, Gabriel; Marin, Sebastian; Blaik, Jason; Landers, Richard N.";Using machine learning to model trace behavioral data from a game-based assessment
"Yin, LZ; Qin, LY; Jiang, ZH; Xu, XM";"Yin, Linzi; Qin, Liyang; Jiang, Zhaohui; Xu, Xuemei";A fast parallel attribute reduction algorithm using Apache Spark
"Gao, J; Han, ZD; Cheng, XZ; Zhang, T; Xu, LX; Wu, Y; Cheng, C; Wang, YY; He, X";"Gao, Jie; Han, Zhendong; Cheng, Xinzhou; Zhang, Tao; Xu, Lexi; Wu, Yang; Cheng, Chen; Wang, Yunyun; He, Xin";Big Data assisted Strategy for Resuming of Work and Production during COVID-19
"Wu, ZL; Zhang, YX";"Wu, Zhongliang; Zhang, Yongxian";Community/Public Approach to Earthquake Forecasting in the Era of Big Data: An On-going Endeavor in China
Hatipoglu, VF;Hatipoglu, Veysel Fuat;Understanding the Impact of COVID-19 on Global Financial Network Using Graph Based Algorithm: Minimum Spanning Tree Approach
"Sun, X; Wang, H; Fu, X; Qin, H; Jiang, M; Xue, LK; Wei, XC";"Sun, Xi; Wang, Hao; Fu, Xiu; Qin, Hong; Jiang, Mei; Xue, Likun; Wei, Xiaochao";Substring-searchable attribute-based encryption and its application for IoT devices
"Abrantes, BF; Ostergaard, KG";"Abrantes, Bruno F.; Ostergaard, Klaus Grue";Digital footprint wrangling: are analytics used for better or worse? A concurrent mixed methods research on the commercial (ab)use of dataveillance
"Lin, CH; Lin, YC; Tang, PW";"Lin, Chia-Hsiang; Lin, Yen-Cheng; Tang, Po-Wei";ADMM-ADAM: A New Inverse Imaging Framework Blending the Advantages of Convex Optimization and Deep Learning
"Sharma, J; Sharma, D; Sharma, K";"Sharma, Jessica; Sharma, Deepikesh; Sharma, Krishneel";Retail Analytics to anticipate Covid-19 effects Using Big Data Technologies
Yamin, MA;Yamin, Mohammad Ali;Investigating the Drivers of Supply Chain Resilience in the Wake of the COVID-19 Pandemic: Empirical Evidence from an Emerging Economy
"Meng, Y; Yu, BX; Li, CP; Lan, YM";"Meng, Yong; Yu, Boxiang; Li, Chaoping; Lan, Yuanmei";Psychometric Properties of the Chinese Version of the Organization Big Five Scale
"Wu, JMT; Srivastava, G; Lin, JCW; Djenouri, Y; Wei, M; Polap, D";"Wu, Jimmy Ming-Tai; Srivastava, Gautam; Lin, Jerry Chun-Wei; Djenouri, Youcef; Wei, Min; Polap, Dawid";Mining of High-Utility Patterns in Big IoT Databases
"Yadav, V; Botchway, RK; Senkerik, R; Kominkova, ZO";"Yadav, Vinod; Botchway, Raphael Kwaku; Senkerik, Roman; Kominkova, Zuzana Oplatkova";Robot Testing from a machine learning perspective
"Voronin, S; Borovikov, E; Hasan, R";"Voronin, Sergey; Borovikov, Eugene; Hasan, Raqibul";Clustering and presorting for parallel burrows wheeler-based compression
"Chakraborty, A; Grant, JL; Trahan, EA; Varma, B";"Chakraborty, Atreya; Grant, James L.; Trahan, Emery A.; Varma, Bhakti";Seeking Alpha from Dividend Announcements: Big-Data Insights from Joining CAR and EVA Style Analysis
"Jini, SS; Indra, NC";"Jini, S. Starlin; Indra, N. Chenthalir";Noise Destruction Towards Quality Improvement in Emotion Recognition from Text Using Pre-Processing Modules
"Shin, B; Rask, M";"Shin, Bokyong; Rask, Mikko";Assessment of Online Deliberative Quality: New Indicators Using Network Analysis and Time-Series Analysis
Dong, YL;Dong, Yalin;Preliminary Discussion on Production Scheduling Optimization of Garment Intelligent Manufacturing System based on Big Data
"Zhao, HL; Zhang, Y; Zhang, K; Huang, J";"Zhao, Hailong; Zhang, Yu; Zhang, Kui; Huang, Jie";Application and Trend Analysis of Artificial Intelligence Technology in Electronic Component Manufacturing
"Huang, ZH; Mao, CG; Guan, SY; Tang, H; Chen, GH; Liu, ZH";"Huang, Zhenghong; Mao, Chunguang; Guan, Shiyu; Tang, Hui; Chen, Guanghua; Liu, Zaohong";Security threshold setting algorithm of distributed optical fiber monitoring and sensing system based on big data in smart city
Jaung, W;Jaung, Wanggi;Changes in human-nature relations during pandemic outbreaks: a big data analysis
"Bouhamoum, R; Kedad, Z; Lopes, S";"Bouhamoum, Redouane; Kedad, Zoubida; Lopes, Stephane";Incremental Schema Discovery at Scale for RDF Data
"Jiang, Y; Yu, H; Jiang, J";"Jiang, Yu; Yu, Hang; Jiang, Jun";Optimization of Multidimensional Clinical Information System for Schizophrenia
"Uesugi, F; Koshiya, S; Kikkawa, J; Nagai, T; Mitsuishi, K; Kimoto, K";"Uesugi, Fumihiko; Koshiya, Shogo; Kikkawa, Jun; Nagai, Takuro; Mitsuishi, Kazutaka; Kimoto, Koji";Non-negative matrix factorization for mining big data obtained using four-dimensional scanning transmission electron microscopy
"Ichihashi, F; Tanigaki, T; Akashi, T; Takahashi, Y; Kusada, K; Tamaoka, T; Kitagawa, H; Shinada, H; Murakami, Y";"Ichihashi, Fumiaki; Tanigaki, Toshiaki; Akashi, Tetsuya; Takahashi, Yoshio; Kusada, Kohei; Tamaoka, Takehiro; Kitagawa, Hiroshi; Shinada, Hiroyuki; Murakami, Yasukazu";Improved efficiency in automated acquisition of ultra-high-resolution electron holograms using automated target detection
Chen, S;Chen, Su;Analysis of Customization Strategy for E-Commerce Operation Based on Big Data
"Wang, RY; Lin, PA; Chu, JY; Tao, YH; Ling, HC";"Wang, Ruei-Yuan; Lin, Pao-an; Chu, Jui-Yuan; Tao, Yi-Huang; Ling, Hsiao-Chi";A decision support system for Taiwan's forest resource management using Remote Sensing Big Data
"Kitsios, F; Kamariotou, M; Karanikolas, P; Grigoroudis, E";"Kitsios, Fotis; Kamariotou, Maria; Karanikolas, Panagiotis; Grigoroudis, Evangelos";Digital Marketing Platforms and Customer Satisfaction: Identifying eWOM Using Big Data and Text Mining
"Sisodia, A; Jindal, R";"Sisodia, Amrita; Jindal, Rajni";A meta-analysis of industry 4.0 design principles applied in the health sector
"Breitenbach, J; Haileselassie, S; Schuerger, C; Werner, J; Buettner, R";"Breitenbach, Johannes; Haileselassie, Sara; Schuerger, Christoph; Werner, Jonas; Buettner, Ricardo";A Systematic Literature Review of Machine Learning Tools for Supporting Supply Chain Management in the Manufacturing Environment
Zhan, HS;Zhan, Huashan;Interactive Application of Virtual Reality and Intelligent Big Data in Landscape Design
"He, F; Liu, HJ; Liu, CX; Bao, GJ";"He, Feng; Liu, Hongjiang; Liu, Chunxue; Bao, Guangjing";Analysis of radar technology identification model for potential geologic hazard based on convolutional neural network and Harris Hawks optimization algorithm
"Shi, F; Wei, Y; Xia, LM; Shan, F; Mo, ZH; Yan, FH; Shen, DG";"Shi, Feng; Wei, Ying; Xia, Liming; Shan, Fei; Mo, Zhanhao; Yan, Fuhua; Shen, Dinggang";Lung volume reduction and infection localization revealed in Big data CT imaging of COVID-19
"Dong, YC; Ding, ZG; Chiclana, F; Herrera-Viedma, E";"Dong, Yucheng; Ding, Zhaogang; Chiclana, Francisco; Herrera-Viedma, Enrique";Dynamics of Public Opinions in an Online and Offline Social Network
"Goel, RK; Yadav, CS; Vishnoi, S; Rastogi, R";"Goel, Raj Kumar; Yadav, Chandra Shekhar; Vishnoi, Shweta; Rastogi, Ritesh";Smart agriculture-Urgent need of the day in developing countries
"Symitsi, E; Stamolampros, P";"Symitsi, Efthymia; Stamolampros, Panagiotis";Employee sentiment index: Predicting stock returns with online employee data
